text,sentiment
the material feels cheap and the zipper gets stuck on the fabric covering the zipper often one side of the zipper has already busted its been used mf for one month,0
i love the sock design and where they are more compressed they are definitely on the large size if you wear a size 5,2
the bunny comes as advertised i do think it is super cute however the eyes are completely covered by its fur i recommend a hair cut if you buy,1
for the money i like it its not perfectly accurate with the features but it does keep good time and it is a nice looking watch its very comfortable on my wrist the band is very soft and flexible it just feels good on the wrist not a huge watch so thats good too i like it but temper your expectations in the accuracy department its a good value for the price if you like the garmin style military watches you will like this at a fraction of the cost,2
hoping they loosen up for now i will just wear thinner socks my military boots and all other shoes are 11s and fit fine these seem like a 10 34 but again hoping with some wear and thinner socks they will work update they did not loosen up so i will have to sell them to someone and look elsewhere for another pair,1
ordered this in two colors and the matching pants im a size small 32d and its a little loose on the shoulders which would be solved by a larger bust im fairly muscular so im not sure how it would do for more petite women unfortunately mine came with the tags already removed and it had been tried on before keeping because i like it but i paid for new condition not returned so definitely disappointed in that,2
good for the price,2
personally i think the xxl still runs small my main concern was how quickly this hat fell apart as soon as a small rip in the hat showed up through a very light bump it pretty much turned into a bigger hole within days i still wear the hat though as the share blocking factor is still works well,1
was looking for sun protection and after reading another review i bought this scarf is perfect,2
very comfortable,2
put the handles on one of the handle screws fell off and got lost after 1 use i have been unable go find any handles or screws i could order separately,0
such a simple idea but what a perfect product i was looking for something to hold my earrings where i wouldnt have to open them to store them then open again when im in a hurry to put them onso trays or something i saw this and thought thats it the pictures dont show it but the holder mounts so it is a little bit away from the wall to allow for the earring backs and hooks all of the hardware came with it including a couple of little mounts in case you want to stand the holder up instead of mounting it to the wall the only reason i was reluctant to give this five stars is because once i started loading it up i realized that a few posts along the bottom might have been nice i like to link my closed loops together and i could have hung them on posts easily but i can open one and drop it through any hole just as well love this product,2
i found these sunglasses to be super fun and lightweight the aviator shape is very stylish and these are great to throw in the car or beach bag they came with a nice case and a box for easy gifting very happy with this selection,2
this fits so perfect its long enough and goes to the middle of my thighs even being a tall girl myself i purchased this so that when i go on a cruise in november that it would be the perfect addition to a chilly night on the boat seeing will be traveling to the caribbean,2
unfortunately i had to return noy only was it this short but the waist was too small,1
these saved my daughter from constantly pushing up her glasses they also worked for her while playing basketball she said they are comfortable and she cant live without them now she tried nerd wax and it didnt last using these are much better,2
this is the second time ive purchased these for myself i love them theyre really comfortable and keep my feet warm this is important since i have had to have 2 surgeries in the past 6 months highly recommendbr br i purchased a third batch love these,2
super cute and big they long like a pen 2 of them the price is amazing,2
i put these in my boots and they seemed pretty nice however after the first day of work i had noticed at least had already started to fray by the second day the metal tip fell off of one end on the left shoe and both ends on the right i want to tie my shoe for my third day of work and the lace snapped,0
super cute suit on my daughter,2
shoes fit smaller than expected and the tongue on the right shoe is constantly moving out of center i have a friend that bought these and she has the same problem,1
i was disappointed in how these fit very tight in the thigh area,0
the top has a seam sewed into the slipper that is a little tight and needs to be stretched,2
middle of the road quality,1
i bought these because i liked the way they looked in hindsight while they look fine the quality leaves a lot to be desired the elastic around the legs is very low quality and doesnt hold well the stitching is also prone to tearing i would not buy these again i will spend a little more money to get a better product,0
you can see through the fabric even in the pictures you will not want to wear this without a slip when you belt it it is pretty cute the neckline is attractive the sleeves have a ruffle at the end the front is shorter than the back follow all washing instructions,1
too small,0
the band is oddly large and the straps are too wide set in the front they sit right in crevice of the armpit no support,1
thank god i have a chunky 3 month old this outfit is huge her sleeves are a little long and her pants arent fitting in the waist but they stay up so i like it,2
i had purchased real leaf earrings in a gold color at yosemite previously and had loved them i wanted a necklace to match i was a little hesitant about the purchase because these were so much cheaper than what i paid previously they turned out to be just like the previous purchase and are beautiful elegant and affordable,2
kind of narrow barely covers the ears pills easily i wouldnt recommend,1
had to return this item cute style fit good great color thin material,1
the belt is of good quality however my main issue was the moveable leather loop was too small into which to tuck the end of the belt i cut it off since most of my pants have a loop that will handle the end,2
would not hold 4 bills folded in half,0
cute dress fits nicely great color but quality was not as good you can see through the dress will need slip,1
very little support,0
bought as a gift and they loved it,2
what is up with this whistle it doesnt,0
yeah so if youre chesty and raise your arms in this you will free your boobs also it is sheer its cute but not useful i dont have massive boobs but it was still too small for them,1
very cute and well made these arrived much faster than expected,2
i used it as a coffin for my bird,2
very disppointed in the fit not very flattering,1
i this as a gift it seemed to fit well and the recipient mentioned they were warm and comfortable,2
the only dislike for me was the color i ordered what i thought was a burnt orange and i got a bright summer orange,1
made me want to get the real thing very realistic and didnt pinch to the point of hurting when magnetized,2
nice shirt,2
wrap dresses are usually a no brainer for me this one just didnt fit right it was a little too long on me im 55 and a bit too loose i want a huge fan of the fit other than that it was fine i think if you know this brand and you like the fit this dress will probably be lovely i suspect this is just one of those brands that doesnt quite fit me right,0
no arch support and slipper stretches out after wear my feet were not securenot worth the money,0
somewhat see through,1
while it is very very very cute it is very tiny my 11 year old is normally a size xs and we bought a medium and it is entirely way too small fits like a size xs it is cute though just buy a few sizes bigger,1
styling was great but the boots simply did not fit well at all,0
fine,1
i love the colors but im starting to wonder if these were not real nike shorts because i ordered an xs and they fit my friend who wears a large rather well theyre absolutely too big for me and i know what an xs nike shorts fit like dissapointing,0
the arms of this dress fits very tightly,1
this is a nice comfortable hat it is super stretchy it is really comfortable it looks nice it is deep in the rise but not too deep it makes it fit really well,2
cute but tarnishes after the first use would not recommend,0
do not buy i bought these camel leggings to wear as khaki pants for work i will never wear these and will return first the material is not regular legging material its more like super thick tights that look shiny as if im supposed to be wearing it in a circus show second the camel color is not khakibeige it is a light shiny yellow gold thirdly you can see right through them even with nudecolored noshow underwear,0
it fit well until it was washed a couple of times,0
fabric nearly paper thin transparent its ok for a beach cover up but its below my expectations it held up in washer on fragile cycle not to be worn for eventsjust poor quality,0
i bought this on impulse for our trip to mexico when it arrived i was pleased to see that it was indeed packable without losing its shape but i wasnt crazy about the fit the little leather band kept wanting to come off and the hat didnt look right without it so i kept putting it back on i only wore the hat once or twice because of the way it fit good thing it didnt take up much room,1
i love the size and style of this bag however i wish the zippers were better quality as they do not unzip smoothly and with ease rather they get stuck often,1
nice colors size as expected so far wearing well without cracking or loosing fur,2
videoidd9312b198aafed3a0cbf5284a38a45f3 i like the quality and fit it will be perfect to wear under my formal gown for our upcoming costume party,2
these are very comfortable solid and wellpadded ive been buying new balance walking shoes for yearsthe id numbers may change but the shoe remains a remarkably good buy for those who cherish their feet,2
wallet was darker than expected but it is very well made,1
looks good,2
as for checkbook covers it was exactly what i needed love it,2
i needed an extra bag and bought this based on the reviews and measurements the bag was way too smallstraps not as expected but you get what you pay for rather than send the bag back i gave it to my daughter she puts her extra items in here for school usually her breakfast coffee cell phone and earbuds for her technology class,1
first pair of basketball shoes and she loves them they make her jump higher and got her first basket in a game haha very comfy she says get at least a half size larger though glad i did,2
did not have the heft i would of expected with a nice watch also way to confusing to set,0
nice material but does not fit right makes you appear much larger than you are,1
super cute and super small but totally retro awesome earrings for an great price super cute for clubs and parties i try to wear them as much as possible,1
these are pretty but the earings are a little bit bigger then i thought the necklace is perfect sized i havent worn them yet im it sure if im keeping them for myself or giving them away for a gift ill update my review if my opinion changes after being worn by myself or someone elsebr shipping did take awhile bc they come from china but i knew ahead of time and i did receive them 3 weeks sooner then the estimated end date,1
dress was see through could not even wear white under it,0
i had a very similar item but the snap broke making it unusable this one is stronger and has two snaps plus a strap that flods over the entire perfect i simply love it and have received many compliments on it as well,2
i referred to the size chart and chose a size small since my waist size is about 242534 and i felt like this was a bit too tight additionally im very petite and i felt like the thick bands were not extremely flattering on mebr br i will add that the material and quality overall of this item is fantastic the clips are solid the straps are durable and the garter feels like its strong and wont rip easily,1
i purchased these shoes because they were recommended after foot surgery my foot hurt worse in these shoes than it did the day after surgery the sole pressed right on the area where the screws are in my bone no other shoe has done this my foot hurt so bad,0
good quality perfect in every way,2
excellent service and beautiful product bracelet as described i would of liked it a bit bigger however still very pleased,2
poor quality,0
keeps me toasty warm and looks good too,2
these are the most comfortable flip flops i have ever owned i have 3 pairs and will buy more,2
i wear size 10 clothing and the size 6 panties were perfect,2
once loaded with a normal amount cards and cash the wallet is too thick to foldbr needs to be taller instead of longerbr the extra bill slot is completely un needed and jist adds the the unnecessary thicknessbr im returning itbr its not for me,0
they arent the best quality material however i loved them and wore them i sized up after reading the reviews and wish i hadnt i wouldve been fine in my real size but overall they were cute and i got a lot of compliments on them,2
looks like my four year old spray painted it not worth a dime,0
pretty nice looking watch but seems really over priced the moon phases is a cool addition but its a lot more convenient to just look up the phase on your phone also a lot larger than i expected,0
the design is adorable the ring is holding up pretty well with the exception of the stones four of them have fallen out,1
they did not fit way too tight and was too short for my foot,0
i loved these soft warm pants liners but after 10 months and less than a dozen wearings they have developed multiple small holes i laundered them carefully and do not have moths i tried to contact the company but they have not yet responded,0
this shirt was ok it fit kind of large on my daughter she is 4ft11 and to me it looked kind of large it was made from that material that if you didnt wash first in heavy fabric softener it would itch you to death also it does on stretch or give the crochet lace made it hard to put on with fingers and jewelry getting caught in the loops it was way too small for me to wear being over weight my granddaughter is about in between us both and wore it fine but was still too long on her this shirt is not 34one size fits all or fits most category34 didnt have a to big of wow factor with us but it was still passable for a medium builtbr br i received this product for free or at a discount in exchange for my unbiased honest opinion i am in no way affiliated with the company that makes and or sells this product the thoughts and opinions here are my own and i never guarantee a favorable review,1
gifted,1
wayway too small was very disappointed,0
i am giving it 2 stars because the price is cheap and if you need a cute dress for a costume this may work in a pinch however there was weird stitching in the inside back of the dress running perpendicular to the zipper it was about 4 inches of loose thread stitched this way over a good portion of the zipper this caused the zipper to frequently get stuck there were also loose threads everywhere on other parts of the dress i am returning,0
got this for my son for xmas he likes it and wears it often very thin though and the belt doesnt stay tied,2
this is the best watch band replacement ive ever run into it was so easy to install because of the slides on each end took me three times as long to take the old watch band off my watch then it did to put the new band onbr br now i dont have to buy a new watch,2
grand daughter loves it,2
the symbol is blurry and not even really there,0
this design is useful even it was cover my eyes i can still see everything clearlybr and the price is 95 for each cheaper than othersits worth it,2
changes my mood when i put it on makes me want to do the soul train strut,2
i was excited about receiving the shorts the shorts are nice but they bunch up at the front and looks like i have a diaper on maybe going up a size might work but am hesitant because of the style i may get a medium i usually buy size small for all shorts,1
i ended up returning this jumpsuit it just didnt fit well overall and i also didnt know it wasnt a full pant the pant stops just above the ankle,0
i bought this as a top to wear with jeans as pictured but it is actually the length of a dress it comes down to my knees and i am 5534 it is cute if i wanted to wear as a dress but i am looking for a off the shoulder top it is a little see through but i dont think you would have to wear a slip under it,1
my husband is a die hard packers fan and totally loves this shirt fits great,2
the kimono is really good quality and so is the demon slayer corps uniform the things on the calves idk what theyre called were sliding down a little bit but everything else was perfect none of the color is faded either,2
color is just like in the picture,2
i bought a few pairs of these socks in the summer from bath and body works to keep on hand for upcoming birthdays along with small bottles of lotion and they made perfect inexpensive gifts i also got some for myself they are so soft and so cute everyone i got them for loved them so much and then i ran out when another birthday came along a woman i know with cancer i was really wishing i had more of these but bath and body works wasnt carrying them since summer is over so got them from amazonthey arrived super fast just in time for her birthday and with some of the lotions i had they were a perfect gift for a cancer patient and since she is from the caribbean the scene makes them even more special,2
forgot i had a bra on when got ready for bed it is the best bra ever,2
this is a cute dress i liked it i thought it was flattering i thought the fit was pretty good i thought that it was unique and looked goodbr br the dress was relatively comfortable the fit was okay it wasnt too hot which for me is important since we live in floridabr br it wasnt too hard to clean i thought it seemed trendy it felt durable and the fabric was relatively soft it would work in a wide variety of settings,2
adorable but ran a little small order one size up,2
this dress is exactly what i wanted it is perfect for going to the store and other casual events it defiantly is more comfortable then wearing active wear to run errands,2
nice and comfortable bracelet but gold on clasp literally peeled off upon unwrapping,1
purchased in two colors a nice bit of whimsey,2
wish they offered different lengths but fits good on the body,1
the sweater was fine until i washed it lots and lots of fuzzballs that now must be trimmed off of the sweater,0
this shapewear is awesome soft very comfortable this is an awesome stage 1 faja similar to the one you leave your doctors in after lipo but way cuter im 510 got the 3x and im able to add my foams and boards feeling very compressed love it just ordered the black in a 2x as i get smaller around the waste the smaller in size ill buy great purchase,2
i luved that it was so brite colors so vibrant the cats all over it was sumthing iv never seen before she got so many compliments,2
pockets are too long must have used the wrong model pockets when you put something in them they ride past the bottom of the short nuisance and it looks awful cant have pockets longer than the shorts lolbr my 5 anthems are awesome they didnt get these right,0
to large material very good i think should order 1 size lower,1
no fumes beautiful,2
does exactly what its supposed to though it appears you just have a blackhead,2
fits 2 sizes smaller than the tag reads disappointed,0
sleeve length was awkward the fit was super boxy very loose as expected but created a very large bulky silhouette didnt drape well at all returned for refund,0
i found this a really efficient water backpack i hardly write reviews but this deserved onebr what i really like about it is that it has a lot of space and yep it looks really nice besides the pocket for the water bladder it has two zipper pockets between them there is a compartment with hook and loop fastenerbr there are also two mesh pockets on sides of the backpack on top if it there is a detachable extra pocket to carry things like your keys card id money and phone it has a waist strap and chest strap both adjustable to help support the pack and keep it in placebr the water bladder holds 2l of water i was concerned it will leak or will be difficult to refill but nope super easy to refill and no leakage whatsoever the hose and mouthpiece have quick release buttons on them so you can take everything apart and clean it the mouthpiece also has a cover on it to keep it cleanbr if you hike run go to the park with kids or spend time outdoors this is an awesome hydration backpack,2
not4me,1
great size and overall length,2
the chain is missing so now i have to spend more just for a chain to the chained wallet,1
the color was not the shade described nor anything like in the picture what i received was more of a milky see thru white not what i was expecting it did come with a nice bag to put in but will be returning it since it doesnt coordinate with my dress,0
ok level,1
i should have ordered a larger size,1
it was very tight in spots and very loose in others poor quality,0
letters were too close together and overlapped was not the letter styling i expected,0
i loved the shoe and it looked great on but the right shoe started coming off my foot as i tried to walk after only wearing them for a day made it very difficult to walk,0
the best way to describe this shirt is its like wearing a box i love the shape of the sleeves and the color but the shirt is so boxy the top does not lay as pictured i also found no way to fix this either by tying the shirt or tucking it in,0
they hurt my feet,0
bought these dresses for bridesmaids everyone loved them super comfy and super cute a really nice dress especially for the price seem to fit as expected,2
nice looking shirt but was too small for my son,1
looks nice is crap,0
actually i never got a chance to use them when i was in alaska in january no one would let me on the ice covered walks cant blame themmy balance was not the greatest at the time but maybe i will use them in the future or one of my grandchildren will,1
doesnt fit right around the eyes totally not comfortable poor quality,0
the style is exactly what i was looking for it is an allmatch and musthave shirt so i can wear it to create different styles i have to give it a fivestar because the texture of the martial is surprisingly soft and silky,2
love the earrings loook more costly and can be worn for casual as well as dressy,2
fit great looks great and has lasted months i have bought more since this first one and love them,2
very soft,1
great pair of athletic pants great fit very comfortable good price really like the way these fit and feel,1
fit as expected cuter in person,2
videoidb365a5ba465ebfdf7248d58280855c4e i love love mine great value,2
to small,0
although she doesnt know it this is a christmas present to me from my wife i will be totally delighted with it a very nice jacket for the price i am a great christmas shopper when it comes to gifts from my wife to me,2
was way too big and didnt look as nice as the picture,0
smaller than expected would not buy again,0
the clear bands fit most sizes but arent very attractive not sure how long they might hold up to daily use but there are three pair per pack,1
i saw this necklace and thought it was so darling i got it for my granddaughter in the green and yellow i looked at the reviews and saw the pictures that people had taken and i felt confident in buying one well it came and i was beyond disappointed the pops of enamled color that make it stand out so well was almost completely absent from the one i got if you really look you can see a slight bit of green but the yellow and red are pretty much not there i dont know if the one i got somehow got left out of part of the coloring process i was just sad it wasnt beautiful like the picture shows its still a cute necklace and she liked it but then she hadnt seen the online picture of what it was supposed to look like i cant really recommend this one since i dont know how likely it is for someone else to get one that seems to be only partially painted too bad because it could have been so much cuter,1
beautiful bracelet the links are kinda bigbut they are shiny and stay that way i dont take mine offso they go through washing dishes showers etc and are still looking like new 2 months later,2
dress was way shorter than picture i purchased 2 size large and extra large you must have big boobs to fit dress the cups were so offnow that i want to return the dresses the seller has stated i can only get 12 of what i paid thats insane nowhere on there does it state buyer beware,0
runs large the material is poor quality,0
love the fabric on these yoga pants they are stretchy and soft and very comfortable the waistband feels looser than a lot of similar pants and i was concerned that it might not stay up i havent had any issues with it rolling down its actually more comfortable because of the looseness these fit me a little tighter in the thigh area than most of my other yoga pants but overall im very pleased with them,2
love these for running hold my shoes tight and i dont have to worry about them coming undone,2
cheap rough see through overpriced,0
very small sized for teenagers i can usually count on allegra k sizing out of 5 orders this was the only disappointment,0
planned to wear it to a breed specific dog show but not that nice although the shirt is an eddie bauer it is shockingly poorly made the color is beautiful but shirt is skimpily sized thin and cheap looking the embroidered dog emblem does not look like the breed i selected and is also very cheap looking,0
these are pretty comfortable but after about 1 week of wearing them i noticed that the sole has a tear in it,0
i write this after i threw away all my 50 70 and 76 costco socks and bought 7 3packs of all different brands of 80 merino socks three of the sets were dark colored and all 3 wore and washed better than the light colored socks cozie and alsiada are the worst 80 socks yet the most advertised and poppedup by amazon spend 1799 for the dark weaves and get a better elastic woven in,2
i love this hat i like anything star wars if you are a star wars fan i encourage you get this hat,2
personally didnt like these they gave my son a blister where the round litte bit attaches to the back strap on his foot ive known other kids who had this pair and they didnt have a problem,0
looks nice,2
get this bra if you like your girls spilling out this bra is not for large chested women,0
i have not used this cream before so i dont know whether i got a bad jar or whether this is a bad product it is very dry and sticky very hard to apply to the boots i grew up riding horses so have spent a lot of time cleaning polishing conditioning leather boots this stuff is a mess it does not rub in it leaves small lumps all over now that it has dried im supposed to brush off the excess and buff but the lumps and excess cream will not be moved by any means it has formed a hard coating like paint which cracks where the boots bend and flakes off my boots are overlyshiny where they dont bend and look like they have mange where they do bend honestly im about to take my dogs for a long walk in a wet meadow and hope it just all comes off save your money do not buy,0
buy one size larger just to be sure they are holding up well comfortable but not super comfy,2
consbr br so these are weird in a bad way these screw apart both from the front of the earring and the back so it breaks down into three pieces eachbr br if you dont have strong fingers this means youll need pliers to hold the post the piece that actually goes into your ear and unscrewscrew using either the front piece or the back piecebr br i have no idea why someone would design them this way but clearly this has been this way for a long time and no one is willing to redesign thembr br ive only had them a few hours and already fed upbr br some of them are very hard to screw togetherbr br one of the crystals is placed slightly off center but i doubt anyone will notice unless theyre looking for itbr br prosbr br theyre solid feel nice and are just the right amount of heavybr br they look nicebr br the price is decentbr br overall i cant recommend them but i would not say avoid them either if it werent for the screw issues with the backfront i would have given them 4 stars maybe even 5,1
for a womens xl this fits barely like a womens l tight in the arms shoulders and chest and i normally wear a 12 or 14 its a pretty pattern and the cut is cute but the sizing is way off,1
everything is good,2
the neck line is all wrong not really a v very very wide neck line looks bad,0
its cute just buy 2 sizes up doesnt fit to size,1
i had to return weird fabric smells and its so small in the elastic that i couldnt get it on,0
returned it cheap material and way to low cut,0
this would be five stars but it killed me ordering this for my step mother since im an ole miss fan she better love me overall this is a great product and great service absolutely no problems and it shipped quickly very happy with this product except it being alabama,2
big dragon ball fan so decided to order the hat looks and feels well made delivery was fast looks just like the picture no complaints,2
wish i knew thats its not 22mm all around maybe i didnt read it disappointed that it tapers down to 18mm will be returning great quality for the price of that thats what youre looking for if it was 22mm all around id keep it for sure but i cant do 18mm,0
like someone else said in another one star review most of these 5 star reviews posted within few days in august 2016 are fake i bought the product and got it one with loose buckle the product would have been good if it was assembled properly note that the width of the belt is more than normal us standards i am returning mine as i cant use it anyway i would have kept it if i could fix the buckle the packaging was impressivebr br update i was able to fix the buckle by tightening the fallen screw in the box looks better now except it is bit hard to wear with some pantsjeans with smaller hoops,1
i am 53 125lbs and usually wear a size 5 these fit me perfectly and looked so cute on,2
i love this top ordered it in another color nice quality and thickness to the fabric a great goto casual top,2
this was a gift and the spyglass pendant was larger than expectedbr and the chain was cheapit was actually broke when receivedbr in the mail i had to buy a new chain at the last minute to give as abr gift,0
disliked how much it shed glitter everywhere,0
love this dress,2
this pajama set is soft and comfy but the material is very thin and cheap one wash and they tore disappointed because they will notbr last long,1
size chart is not valid,0
dont waste your money it showed up with a rip already in it pockets are either inconvenient or fake not the least bit warm lining in hood does not extend throughout body,0
very much just your average shoe not flashy not comfortable for long walks but they look good,2
its ok,2
i like the top usually have no problem all fitting into xl size tops at times they can even be too large however this is rather tight i love the fabric style and look of the top so im using it as incentive to lose a little weight so i can wear it on a cruise we have scheduled in nov 2017 well sea haha,2
completely different dress arrivedbr only similarity was color,0
they didnt appear to be flip ups so i had to return them,0
bought this for my wife who served in the usaf she loves it she has a small head the hat is adjustable fits perfectly great for warm weather,2
i wanted to love this watch i really did the watch loses a couple minutes throughout the day and the band feels more like a cheap plastic for the price you pay for an invicta watch you can easily purchase something much more reliable like a casio timex or even seiko,1
its crap not warm at all im a real person who works in a real factory wouldnt waste my money on it again,0
only three snaps and hood doesnt detach,1
i got this tshirt for my husband he always likes funny graphic tshirtsbr br he likes this one and it fits well,2
it is not a true large,1
ok ill fess up i really hate these kind of shoes the whole birkenstock thing was huge with a select group of people in the 80s and now that its coming back around it seems everyone is wearing these lol but my sister loves them so i got these for her they are spot on with her leopardsequinspink hair vibe she loved them squealed they are truly funny if youre not a fan with the leopard and fur so over the top but if you are a fan you will adore them,2
lightweight and kind of flimsy feeling but held up to a 6yr olds bday party,2
i have a 30 inch bust and dd breast and ordered and xs it was huge on me terrible sizing,0
i am disappointed that there is so little quality control i had purchased the same brand and style number in a different color a month before and love it this shirt arrived and is 34 inches longer i wanted the same length as the first,0
didnt fit in the diameter,0
returned,0
didnt work,0
it may not be the hats fault it may be my shape head face etcbr br i looked a tad silly in itbr br i thought this hat would be attractive to wear when im out walking the navy color would look good with jeans or navy pants which i wear a lot and the hat would keep the sun off of my facebr br it looked okay on me but i think my ny yankees hat is more flatteringbr br thats subjective this may look great on youbr br its a good weight,1
bought this for my family reunion as we were assigned colors for each branch got tons of compliments on this cute dress fabric feels soft and comfy like a big tshirt and fit just as id hoped it would im actually honking of ordering it in different colors too,2
not exactly what i expected,1
all the gems giggle not secure,0
i machine washed mine and most of the color of the gems washed off i might has well have just brought a mask with clear gems,0
it was flimsy wouldnt stand up very disappointed,0
i am very impressed with the quality and design of this necklace it was priced just right and shipped fast and i received it before the expected arrival day,2
nice one that is great for most women however a bit thin,1
love the shirt i read the comments before purchasing so i knew to size up i normally wear a med or large but ordered a 2xl very happy with the fit will be great for halloween and a workout shirt after,2
purchased this quartz keychain less than three months ago and just realized today the quartz crystal is missing the silver chain remains but the crystal fell off and is nowhere to be found very disappointed poor quality would not recommend,0
these work out shirts arebr comfortable during work out fit wellbr br im 58 170 medium was perfectbr br i purchased them for use with peloton home gym use you dont even know your wearing a shirtbr br my 24 yo liked them we bought set forbr him as well,2
the bracelet looks cheapbig stones and cheaply made,1
these sleeves do actually cool your arms absolutelybr they are however made of chintzy material and dont stay all the way down to your wrists as a one size fits all itembr do not try to use them to keep warm they really cool the arm skinbr for the price though i can justify the purchase,1
true to size and soft but super thin and worst of all the legs do not stay put they actually roll up oddly i do not recommend,1
bad quality,0
way too small i wear a large and ordered an xl fits more like a smallmedium definitely not an xl i wanted something loose fitting not short and skin tight,0
not worn daily so i was disappointed when i found the heel had separated from the shoe to the sole one would hope that this brand would last longer after occasional use disappointed,1
love these bags everything is so organised very useful should have bought years ago,2
,2
the sandals were very lightweight which was great the top straps of the sandals were elastic bands that stretched to fit your foot i found the elastic bands tight and left indentation on the top of my feet i have a small bunion on my right foot the stretch bands covered the bunion and caused pain i have had other sandals such as sketchers with stretch bands that were comfortable on top of my feet the sole on the sandals was very soft and comfortable as a reference i am 55 tall and weigh 165 lbs i returned the sandals,1
i love it,2
cute and good for the price arrive early as expected,1
i really wanted to like this wallet and after pretty light use over 45 weeks the stitching started to come undone to the point that it is now is now going in the garbage of course it lasted long enough that it can no longer be returned if youre looking for a wallet keep looking and avoid this one,0
i wanted to clarify that this is a lanyard for cards or keys you could use the loop to hold a mask but thats not really what these were designed for i work in a school so i use these as the keys to different areas the different colors help me remember which key is which they are well made think thicker ribbon fabric theyre durable and a good price for 3 of them,2
looks much nicer in the pictures and it fits too large it should stretch to fit and these were floppy,1
my hubby had me return this because there wasnt enough pockets also he was afraid the id insert would get separated and lost,1
great product,2
these are cute but super uncomfortable and hard to get on and off i like wearing boots as a break from pumps for the comfort and stability but these are worse than most of my pumps im going to try some inserts,1
i love vero modo and was sad that they stopped shipping to the us when the pandemic started so i was ecstatic to come across these pants since i have an old pair from when i lived in denmark however these pants are very long compared to my old pair which sucks because if they werent so long i would of kept them,1
it just didnt fit,0
i return these for the money they were cheaply made and i could get them for less as part of an outfit,0
product does not match the described color at all all advertisement photos show a tiffany blueturquoise what came is a baby blue with lavender tones does not look at all seen online,0
workmanship on the placing of the cz arent laid evenly you can see the the gaps in the top,0
i love these shoes my daughter hates socks and shoes however she walks already and needed something on her feet she loves these she doesnt even notice something is on her feet will be ordering more in the same brand,2
size large is loose wont buy again,1
it was not 34 sleeved otherwise fit fine,0
these are great they fit well and feel awesome cant wait to hike in them they have padding in all the right spots and should be perfect,2
never lose a glove again a must have for kids that are in school and always seem to lose a glove,2
this dress is pretty the material is heavy but not too heavy however it really runs small i mean way too small some will be blessed with a great dress,0
i really like this it is very nice quality long and the fit is flattering but the sleeves are really short it is odd because everything else fits like expected really bummed to return,1
classic knit construction but a little light and breezy,2
this bag came a little more orangecolored than expected but its perfect for a work laptop bag i have used it for the last couple weeks and i love it my laptop fits in perfectly as well as other papers and folders the quality is great for basic use,2
i am a small girl and even on me this bra is small tight and not comfortable for all day wear at all imagine being a size 2 and being sent a size 00 thats what this bra feels like on my like im being squeezed not flattering at all either because it runs small so instead of adding cleavage it squeezes you yikes,0
exactly what i was looking for at a good price nice traditional assortment of patterns have held up well through a lot of use good value,2
37 days later and i can say they have great marketing and a really terrible belt its nice that its cheap but i wouldnt recommend it to anyone,0
the dress looks nice the fabric just isnt what i expected its thicker than what i thought and it has a glossy pattern in the top it does fit nicely has nice shape,1
the only thing about this kit that turned out well were the ears there was no tail included and the collar and cuffs are way too small for any normal adult,0
unfortunately these are kind of a bust i wore them a few times to the gym but i like a thicker more compressive workout legging like fabletics powerhold i will have these on hand as a backup but theyre not a favorite of mine,1
cheaply made smells of resin and the material resembles eva form theres blue marks on the shoe as if it was touched by a maker or someone careless with paint i think im sending it back,0
i loved the material super fresh and smooth however it runs a bit big which i would have been ok with but the strings are too long and one is longer than the other side,1
its a very elegant necklace my only problem was that the earrings did come with the backs i also didnt like all the pins it came with to hold the necklace in place it hazardous i pricked my finger,1
i have had some issues with my hands and was looking for earrings i could put on and take off without help these were perfect as they go into my ear easily and the cliplike backing is easy to manipulate i love the look too as these earrings are just the right size for me they are beautifully simple and i like wearing them,2
i ordered these in two colors they arrived quickly the clarity on the tortoise pair was somewhat distorted in the nonbifocal area and one side of the black pair twisted when putting them on and taking them off,1
fit was off too big and printing was poor,0
the watch did not hold up it broke in 3 weeks could be better,0
did not look or fit as pictured could possibly just be me but it was too short and boxy very soft thin silky like fabric and very clingy i returned,1
fit perfectly worked great for what i needed it for sad that it didnt come with the boot covers like in the picture my daughter loved it and she looked so cute for her school performance,2
shorts look great and are very comfortable especially on hot days they dry quickly and fit true to size for me however after wearing them only three or four times ive developed a hole in one of the front pockets i would give them 5 stars if they were more durable,1
i only received gold and silver and all the pieces werent there i only received a total of 8 keychains,0
fits way to big cheap material,0
if you have pets or lint or live anywhere that isnt hermetically sealed dont bother buying this they are major lint and hair magnets,1
the earrings look exactly as pictured online quality is very good,0
i like this ring but it catches on everything,0
these gloves are excellent for use with glomittsbr br the sensitivity is as others have mentioned sometimes better than an actual finger and wont smudge the screen careful if you have velcro anywhere on your person because these gloves will stick and tear slightly if you can avoid touching velcro the gloves should be durablebr br in terms of insulation they are fine for 40 to 50 degree weather but anything less you will want to wear something over them,2
was a gift and they said there great,2
very cute dress im 510 165lbs and got the medium its form fitting but fits well cant wait for warm weather to wear it,2
beautiful color is amazing the side is smaller than stated i had to give it to my daughter cause it was too tight,2
guys this looks like an old faux crushed velvet pajama shirt its hilarious do not buy this although i got a good laugh its going back it runs really small if you like the faux crushed velvet look so size up it was too awful to take a picture to post,0
absolutely loved this coat very warm and cozy,2
seriously great value fit nicely and decent quality,2
